Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.bttrees
Data File Name:                  ./analysis/co-evolutionary/iroquois_binary-unilineal_binary.btdata
Log File Name:                   /Users/sp16194/Desktop/Projects_Git/Project_Kinshipsystems_ACE_Coevolution/analysis/co-evolutionary/bt-output/bantu-iroquois_binary-unilineal_binary-dep
Summary:                         False
Seed                             2792812647
Analsis Type:                    Maximum Likelihood
ML attempt per tree:             10
Precision:                       64 bits
Cores:                           1
No of Rates:                     8
Base frequency (PI's)            None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Tree Information
     Trees:                      1000
     Taxa:                       64
     Sites:                      1
     States:                     4
Tree No	Lh	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
362	-68.796631	1.231805	0.000000	0.327534	0.023085	0.013318	0.315368	0.024352	0.055826	0.213048	0.214353	0.287179	0.285420	
363	-68.724742	4.189181	0.000000	1.111877	0.024981	0.007580	0.713004	0.026817	0.124832	0.220742	0.221059	0.279673	0.278526	
364	-69.254140	0.399014	0.000009	0.114481	0.024508	0.000000	0.997518	0.028304	0.173901	0.214767	0.218728	0.283904	0.282602	
365	-68.819385	0.592376	0.000000	0.168926	0.020299	0.000000	0.376990	0.028316	0.065023	0.200714	0.203804	0.300276	0.295206	
366	-67.739565	0.650521	0.000000	0.180244	0.019146	0.000000	0.450270	0.026441	0.078053	0.197778	0.200719	0.302729	0.298774	
367	-69.130694	0.743584	0.000000	0.197664	0.111466	0.000000	0.331020	0.065881	0.059353	0.249975	0.249981	0.250027	0.250017	
368	-68.482921	0.869832	0.000000	0.237869	0.019707	0.000000	1.047196	0.027151	0.182741	0.207618	0.209453	0.292181	0.290748	
369	-69.607619	0.359174	0.000000	0.095176	0.143023	0.000000	0.733727	0.081358	0.128990	0.249996	0.249998	0.250003	0.250003	
370	-69.948554	0.335447	0.000000	0.089115	0.201289	0.000000	0.789871	0.114340	0.139080	0.250000	0.250000	0.250000	0.250000	
371	-67.485135	0.725533	0.000000	0.195991	0.018475	0.009580	0.137121	0.024116	0.023809	0.225597	0.226753	0.275559	0.272091	
372	-68.555086	1.062422	0.000000	0.287101	0.020244	0.003718	0.397416	0.025566	0.068263	0.222714	0.223698	0.277804	0.275783	
373	-67.729278	0.408018	0.000000	0.115594	0.019347	0.000000	0.754424	0.024968	0.130537	0.221201	0.223954	0.277961	0.276884	
374	-68.363788	0.282150	0.000000	0.083362	0.022618	0.000006	0.882254	0.026906	0.153804	0.219572	0.224512	0.278440	0.277477	
375	-68.950499	0.011428	0.321313	0.030059	0.000000	0.173365	1.363922	0.023259	0.231337	0.258990	0.225430	0.258079	0.257502	
376	-68.993276	0.155354	0.000000	0.030166	0.019663	0.045559	0.327679	0.018366	0.064963	0.210926	0.221376	0.281464	0.286233	
377	-67.558481	0.440979	0.000000	0.122520	0.016881	0.001727	0.664734	0.025140	0.115104	0.207177	0.210382	0.292150	0.290292	
378	-67.959039	0.534975	0.000000	0.148789	0.018269	0.000000	0.456387	0.024958	0.078619	0.216806	0.218863	0.283434	0.280897	
379	-69.090366	0.538978	0.000000	0.153635	0.019388	0.000000	0.315446	0.026968	0.054757	0.199680	0.203072	0.301446	0.295802	
380	-68.067242	0.504231	0.000000	0.142578	0.015581	0.000000	0.426554	0.025984	0.072604	0.190664	0.194403	0.309529	0.305404	
381	-69.439533	0.452539	0.000000	0.127910	0.027693	0.000000	0.801641	0.029925	0.139139	0.226167	0.228760	0.273147	0.271927	
382	-68.899110	0.419489	0.000000	0.119128	0.018013	0.000219	0.414826	0.026103	0.071231	0.207059	0.210586	0.292870	0.289485	
383	-68.322020	0.482058	0.000000	0.135093	0.015724	0.000000	1.250949	0.024867	0.217635	0.208789	0.211516	0.290321	0.289374	
384	-68.031941	0.416763	0.000000	0.118755	0.015684	0.000000	0.407652	0.024880	0.069638	0.223635	0.225744	0.276136	0.274486	
385	-68.238983	1.837365	0.000000	0.492719	0.015391	0.000000	0.852676	0.025053	0.148319	0.213739	0.214347	0.286614	0.285299	
386	-68.377044	0.972871	0.000000	0.260770	0.019129	0.003276	0.435990	0.025689	0.075170	0.223719	0.224739	0.276617	0.274924	
387	-69.796905	0.480824	0.000001	0.126849	0.208884	0.000000	0.885945	0.116808	0.155781	0.250000	0.250000	0.250000	0.250000	
388	-68.236121	1.278014	0.000000	0.334578	0.020082	0.021872	0.424564	0.021620	0.077016	0.225956	0.226704	0.273651	0.273689	
389	-68.329341	0.190356	0.111671	0.052832	0.000000	0.082315	2.478085	0.014383	0.439650	0.240490	0.222217	0.268394	0.268900	
390	-68.860866	0.198599	0.000000	0.039147	0.022574	0.049038	0.392121	0.017008	0.076663	0.221468	0.228540	0.273406	0.276586	
391	-68.764275	1.869673	0.000000	0.478169	0.025111	0.002483	0.104270	0.027741	0.016428	0.233252	0.233664	0.268107	0.264977	
392	-67.663753	0.894676	0.000000	0.239296	0.021314	0.003137	0.289005	0.024607	0.050314	0.242373	0.242760	0.257733	0.257134	
393	-69.072788	1.228478	0.000000	0.324617	0.019444	0.000000	0.311752	0.025330	0.053481	0.234696	0.235226	0.265656	0.264421	
394	-68.767277	1.501925	0.000000	0.404707	0.020749	0.000026	0.422599	0.026440	0.072495	0.231373	0.231892	0.269070	0.267665	
395	-68.126159	0.985739	0.000000	0.265849	0.018576	0.001703	0.561524	0.023898	0.097099	0.234535	0.235164	0.265469	0.264833	
396	-68.371611	0.441784	0.000000	0.124107	0.020724	0.000000	0.628911	0.025186	0.109076	0.227712	0.229948	0.271612	0.270729	
397	-68.113519	0.651360	0.000000	0.181514	0.020910	0.000000	0.762310	0.025426	0.132461	0.220940	0.222771	0.278736	0.277553	
398	-68.500671	0.316955	0.000000	0.091636	0.024150	0.000000	0.444731	0.026425	0.076922	0.227915	0.231262	0.271127	0.269696	
399	-68.689861	0.412889	0.000000	0.117129	0.023464	0.000000	0.858751	0.026701	0.149414	0.229618	0.231921	0.269590	0.268871	
400	-68.834267	0.323857	0.000003	0.093149	0.027258	0.000000	0.598639	0.027933	0.103533	0.229494	0.232715	0.269478	0.268314	
401	-68.560929	0.569455	0.000000	0.156823	0.027521	0.000000	0.455777	0.028863	0.079874	0.232846	0.234343	0.267156	0.265656	
402	-69.296838	0.594736	0.000000	0.157752	0.145109	0.000000	0.721847	0.083256	0.127315	0.249998	0.249999	0.250002	0.250002	
403	-69.128915	0.465652	0.000000	0.108008	0.022967	0.050364	0.739591	0.017248	0.137629	0.227506	0.229816	0.270708	0.271970	
404	-68.796264	0.531858	0.000001	0.148006	0.024962	0.000012	0.643038	0.027673	0.111234	0.223738	0.226201	0.275681	0.274380	
405	-68.642086	0.441268	0.000018	0.123936	0.024051	0.000000	0.822032	0.028016	0.141639	0.220303	0.223434	0.278743	0.277519	
406	-69.050501	0.607935	0.000000	0.168476	0.025088	0.000000	0.830903	0.028544	0.144206	0.228537	0.230232	0.271080	0.270151	
407	-68.087152	0.404463	0.000000	0.115142	0.020837	0.000000	1.292960	0.026669	0.225596	0.223378	0.226261	0.275462	0.274899	
408	-69.093173	0.331207	0.000000	0.095873	0.029941	0.000000	0.629697	0.030326	0.109050	0.226838	0.230616	0.271983	0.270563	
409	-68.642537	0.589612	0.000000	0.148742	0.024225	0.031671	0.371063	0.020853	0.069790	0.232384	0.233881	0.266534	0.267201	
410	-68.881288	0.428030	0.000000	0.121972	0.019890	0.000000	2.115447	0.026636	0.371790	0.217617	0.220508	0.281189	0.280686	
411	-68.328053	0.325079	0.097076	0.077128	0.000000	0.098524	2.728823	0.009591	0.490231	0.230769	0.216575	0.275813	0.276844	
412	-68.166559	0.016626	0.000000	0.007871	0.019234	0.024132	0.325353	0.021019	0.060026	0.167572	0.255464	0.293779	0.283185	
413	-68.642830	0.315763	0.000000	0.091620	0.019430	0.000000	0.886959	0.024955	0.153830	0.223588	0.226831	0.275206	0.274375	
414	-69.103807	0.228292	0.000000	0.049487	0.020276	0.043457	0.316700	0.017921	0.062476	0.223547	0.228636	0.272508	0.275310	
415	-68.306453	0.784027	0.000000	0.179458	0.025895	0.085155	0.455633	0.011327	0.094395	0.239874	0.240537	0.258649	0.260939	
416	-69.116213	0.369346	0.000000	0.076109	0.026768	0.064292	0.362580	0.014151	0.074659	0.239682	0.241203	0.258573	0.260542	
417	-68.818476	0.147623	0.000000	0.029952	0.023762	0.039310	0.321891	0.018227	0.063284	0.227078	0.234976	0.267859	0.270087	
418	-69.277061	1.515159	0.000011	0.409369	0.019673	0.000000	0.621954	0.023189	0.108659	0.237648	0.237998	0.262411	0.261942	
419	-70.038054	0.269535	0.000000	0.072850	0.126772	0.000000	1.771142	0.071370	0.312133	0.249997	0.249999	0.250002	0.250002	
420	-70.135856	0.000000	0.907325	0.000023	0.895030	0.758927	1.319162	0.500122	0.232676	0.250000	0.250000	0.250000	0.250000	
421	-69.047539	1.554810	0.000000	0.420795	0.020108	0.000000	0.264649	0.025232	0.044683	0.219795	0.220509	0.281917	0.277779	
422	-68.213534	0.379906	0.000000	0.094210	0.024853	0.033333	0.339665	0.020953	0.063744	0.232207	0.234399	0.266188	0.267206	
423	-68.767198	0.778520	0.000000	0.203002	0.023244	0.014658	0.304465	0.023191	0.054667	0.226182	0.227638	0.273463	0.272718	
424	-67.554804	1.092819	0.000000	0.294874	0.016290	0.000000	0.753213	0.024163	0.131015	0.204655	0.206015	0.295545	0.293784	
425	-68.277389	0.544543	0.000000	0.140827	0.018007	0.024009	0.279457	0.020127	0.052064	0.220097	0.222137	0.278592	0.279174	
426	-68.737709	1.079496	0.000000	0.292524	0.018301	0.000236	0.385815	0.025015	0.065801	0.209045	0.210373	0.292032	0.288551	
427	-68.132909	1.238490	0.000000	0.334815	0.019688	0.000000	0.585668	0.024037	0.100402	0.221828	0.222683	0.278512	0.276977	
428	-67.741064	1.766685	0.000000	0.470611	0.022722	0.000000	1.052132	0.025358	0.183754	0.229835	0.230315	0.270265	0.269586	
429	-68.916100	0.591989	0.000031	0.164755	0.025370	0.000026	0.959272	0.027194	0.167661	0.226644	0.228452	0.272906	0.271999	
430	-69.218663	0.476281	0.000000	0.126876	0.026543	0.013894	0.167091	0.025184	0.030545	0.231423	0.233185	0.268640	0.266752	
431	-68.774266	0.514252	0.000000	0.088494	0.029143	0.137167	1.099991	0.003117	0.216575	0.237250	0.238601	0.260876	0.263273	
432	-69.571081	0.498231	0.000000	0.129627	0.111398	0.005550	0.148602	0.061970	0.027626	0.249975	0.249981	0.250034	0.250010	
433	-68.583250	0.747063	0.000000	0.199244	0.022391	0.013038	0.258189	0.023012	0.046229	0.224838	0.226252	0.275107	0.273803	
434	-68.841447	0.063297	0.222866	0.037690	0.000000	0.118629	1.745309	0.020568	0.300865	0.253199	0.230825	0.257981	0.257994	
435	-68.462930	0.328890	0.000000	0.094779	0.018252	0.000000	0.638400	0.024842	0.110013	0.208026	0.212456	0.290775	0.288742	
436	-68.752802	0.639586	0.000000	0.176496	0.016795	0.000000	0.794872	0.023546	0.137819	0.224937	0.226228	0.274878	0.273957	
437	-68.540825	0.459574	0.000000	0.126460	0.021921	0.000128	0.383615	0.024666	0.066193	0.239533	0.240516	0.260374	0.259576	
438	-69.221851	0.531128	0.000000	0.146433	0.021044	0.004479	0.310960	0.023958	0.053737	0.228256	0.229883	0.271820	0.270041	
439	-69.077384	0.357577	0.000000	0.101942	0.019946	0.000000	0.232559	0.024086	0.039545	0.230376	0.232545	0.269694	0.267386	
440	-68.360469	0.376532	0.000000	0.107778	0.015957	0.000000	1.596873	0.023766	0.280239	0.231023	0.232597	0.268360	0.268020	
441	-69.050706	0.000000	0.157350	0.021037	0.000000	0.066692	0.938903	0.023263	0.159775	0.260854	0.226770	0.256622	0.255754	
442	-68.121367	0.483318	0.000000	0.133824	0.017289	0.000003	0.770383	0.023899	0.133475	0.217146	0.219366	0.282410	0.281078	
443	-69.112683	0.583383	0.000000	0.162268	0.022910	0.000000	0.719078	0.025694	0.125026	0.230972	0.232263	0.268884	0.267881	
444	-69.527457	2.237042	0.000000	0.609841	0.023439	0.000000	1.050240	0.025118	0.183543	0.220825	0.221369	0.279417	0.278389	
445	-68.409412	0.354422	0.000000	0.101446	0.019679	0.000000	0.586643	0.025271	0.101213	0.205487	0.209975	0.293558	0.290980	
446	-68.518177	0.673167	0.000000	0.185220	0.020879	0.000000	0.471465	0.025898	0.080776	0.211524	0.213618	0.288990	0.285868	
447	-68.658099	0.229299	0.000000	0.068639	0.020053	0.000000	0.368647	0.025240	0.063554	0.207079	0.213878	0.291399	0.287644	
448	-68.156516	0.000000	0.097751	0.023030	0.000000	0.022309	5.236302	0.023285	0.985354	0.258035	0.233649	0.254198	0.254118	
449	-68.526783	0.002209	0.300975	0.027755	0.000000	0.156591	1.441069	0.023481	0.247411	0.261428	0.221361	0.258984	0.258228	
450	-69.250171	0.864459	0.000000	0.236233	0.024957	0.000000	0.622305	0.025636	0.107995	0.214387	0.216238	0.285730	0.283645	
451	-68.947929	1.251428	0.000000	0.337168	0.022415	0.000000	0.860851	0.025922	0.149308	0.217663	0.218687	0.282545	0.281105	
452	-68.866625	0.363893	0.000000	0.098418	0.026618	0.011641	0.136082	0.025510	0.024528	0.222527	0.225983	0.277741	0.273750	
453	-68.633467	0.935003	0.000000	0.252731	0.019379	0.002587	0.327088	0.025043	0.056294	0.210241	0.211752	0.290933	0.287073	
454	-69.199929	0.335517	0.000000	0.096250	0.020957	0.000000	0.211693	0.025306	0.035857	0.216601	0.220333	0.284269	0.278797	
455	-68.987560	0.413862	0.000000	0.116868	0.023460	0.000000	0.370777	0.025579	0.064501	0.223343	0.226126	0.276473	0.274058	
456	-68.924485	1.558656	0.000000	0.415136	0.021834	0.003931	0.260323	0.024370	0.045000	0.215583	0.216456	0.285965	0.281996	
457	-68.496420	3.200159	0.000000	0.846363	0.021552	0.001657	1.482628	0.024306	0.259182	0.216382	0.216806	0.283761	0.283050	
458	-69.705798	0.621863	0.000000	0.172510	0.024659	0.000000	0.466053	0.026700	0.080242	0.222273	0.224233	0.277877	0.275616	
459	-69.664277	0.409984	0.000000	0.108875	0.111293	0.000000	0.203075	0.063550	0.036442	0.249957	0.249971	0.250049	0.250022	
460	-68.704267	0.015348	0.202823	0.022381	0.000000	0.107057	1.777207	0.020248	0.305870	0.262012	0.215286	0.261581	0.261122	
461	-69.322995	0.622102	0.000000	0.166667	0.020155	0.012404	1.828210	0.022974	0.322921	0.227432	0.228806	0.271965	0.271797	
462	-68.699816	0.004854	0.163718	0.020978	0.000000	0.071856	2.336751	0.021852	0.415984	0.258486	0.229169	0.256302	0.256043	
463	-68.914271	0.250363	0.000000	0.056304	0.018588	0.040769	0.482498	0.016658	0.090725	0.216798	0.221863	0.279560	0.281780	
464	-69.158538	1.107889	0.000000	0.301785	0.018964	0.000000	0.356791	0.025189	0.060410	0.216965	0.218019	0.284118	0.280898	
465	-69.119539	0.606781	0.000000	0.169555	0.019908	0.000000	0.763757	0.025049	0.132666	0.223852	0.225488	0.275880	0.274780	
466	-69.732110	0.330377	0.000000	0.087733	0.155634	0.000000	0.366319	0.089081	0.065000	0.249999	0.250000	0.250001	0.250000	
467	-69.802617	1.332871	0.000003	0.351387	0.171841	0.000000	0.310043	0.097577	0.055222	0.250000	0.250000	0.250000	0.250000	
468	-68.772343	0.334694	0.000000	0.096136	0.023876	0.000000	0.411770	0.026022	0.071490	0.220033	0.224053	0.279122	0.276792	
469	-68.204130	1.012851	0.000000	0.273135	0.020173	0.000000	0.776236	0.024703	0.134831	0.225236	0.226204	0.274776	0.273784	
470	-68.146495	0.436234	0.000000	0.091589	0.017277	0.074558	0.646398	0.010099	0.125540	0.213689	0.216688	0.282455	0.287168	
471	-69.022241	0.926168	0.000000	0.246497	0.024040	0.006876	0.225185	0.024072	0.039788	0.227523	0.228577	0.273202	0.270698	
472	-68.581601	0.633608	0.000000	0.175450	0.018706	0.000000	0.272576	0.023985	0.045958	0.224590	0.225957	0.276298	0.273155	
473	-69.828869	0.171205	0.000000	0.013104	0.072741	0.102835	0.489174	0.023871	0.104214	0.249588	0.249951	0.250175	0.250285	
474	-68.720066	0.039841	0.202378	0.034325	0.000000	0.095879	1.993791	0.020370	0.341251	0.253492	0.235422	0.255585	0.255501	
475	-68.736683	0.365492	0.000000	0.103618	0.027222	0.000000	0.451748	0.027232	0.077791	0.229383	0.232074	0.270130	0.268413	
476	-68.514691	1.031531	0.000000	0.274307	0.027016	0.000000	0.723156	0.026027	0.125739	0.234370	0.235120	0.265649	0.264862	
477	-68.089278	2.090395	0.000000	0.552214	0.026809	0.006498	0.450928	0.024647	0.079536	0.231461	0.231891	0.268870	0.267778	
478	-68.522373	0.055579	0.200871	0.035944	0.000000	0.104195	2.080427	0.019999	0.347153	0.253501	0.230593	0.257965	0.257941	
479	-68.589749	0.761251	0.000000	0.206144	0.025013	0.000000	0.334492	0.025420	0.057566	0.219909	0.221712	0.280796	0.277583	
480	-68.131468	0.674832	0.000000	0.181832	0.023882	0.006209	0.105928	0.024816	0.017771	0.226611	0.228122	0.274835	0.270432	
481	-68.632749	1.297306	0.000000	0.336624	0.022827	0.013478	0.331953	0.022665	0.059013	0.227467	0.228234	0.272559	0.271740	
482	-68.692938	1.826694	0.000003	0.482973	0.021468	0.007590	0.470856	0.023351	0.082493	0.216295	0.217069	0.284049	0.282587	
483	-68.350683	0.301132	0.000000	0.053360	0.023115	0.079117	0.885734	0.010285	0.169239	0.214392	0.220087	0.280889	0.284632	
484	-68.535037	0.247569	0.210978	0.058603	0.000000	0.187299	2.311125	0.005823	0.417818	0.242001	0.219603	0.268357	0.270040	
485	-68.737240	1.309457	0.000000	0.348598	0.027577	0.006627	1.673610	0.025727	0.294629	0.222576	0.223628	0.277117	0.276679	
486	-67.726367	2.237000	0.000000	0.594206	0.021194	0.004315	0.452590	0.024210	0.079070	0.207965	0.208718	0.292924	0.290392	
487	-68.055136	1.023876	0.000000	0.274688	0.022037	0.011623	0.254070	0.023411	0.045564	0.204575	0.206452	0.295850	0.293123	
488	-69.014997	0.386818	0.000000	0.110191	0.023367	0.000392	0.653234	0.026552	0.113191	0.217570	0.221204	0.281446	0.279780	
489	-68.386615	1.061818	0.000000	0.280656	0.019234	0.010384	0.138510	0.023347	0.024558	0.216012	0.217191	0.285373	0.281424	
490	-68.138154	0.013485	0.151541	0.022276	0.000000	0.068953	1.962336	0.021946	0.335372	0.259456	0.224204	0.258337	0.258002	
491	-68.167307	0.000000	0.135442	0.022525	0.000000	0.047797	1.192144	0.022609	0.206893	0.255115	0.237274	0.253938	0.253673	
492	-68.461033	0.780981	0.000000	0.210010	0.019669	0.012119	0.338848	0.023577	0.059367	0.224424	0.225706	0.275462	0.274408	
493	-68.450804	0.044094	0.174739	0.028616	0.000000	0.090443	1.797506	0.019383	0.310433	0.254029	0.230706	0.257671	0.257593	
494	-70.123849	0.241271	0.000000	0.000659	0.788278	0.200549	0.907177	0.405156	0.195814	0.250000	0.250000	0.250000	0.250000	
495	-69.228874	0.715844	0.000000	0.195018	0.022271	0.000009	0.665582	0.025249	0.115493	0.239736	0.240364	0.260189	0.259711	
496	-68.226756	0.912570	0.000000	0.240956	0.018915	0.025112	0.397193	0.019852	0.072114	0.226198	0.227171	0.273095	0.273536	
497	-68.812898	0.431075	0.000000	0.078990	0.018000	0.094335	0.864133	0.007766	0.167966	0.221090	0.223532	0.275659	0.279719	
498	-70.055639	0.166330	1.479373	0.426854	0.000000	0.000000	1.537363	0.216438	0.054890	0.250000	0.250000	0.250000	0.250000	
499	-69.383729	0.000000	0.517063	0.016048	0.014683	0.376108	1.225027	0.024750	0.207919	0.260037	0.223878	0.258552	0.257532	
500	-70.001087	0.810055	0.001374	0.000000	0.204224	0.667402	0.289822	0.000000	0.167949	0.250000	0.250000	0.250000	0.250000	
501	-69.237194	0.018970	0.228892	0.028737	0.000000	0.115339	3.570379	0.023621	0.629120	0.260350	0.219578	0.260149	0.259924	
502	-69.766486	0.350740	0.000000	0.093302	0.150629	0.000000	1.007486	0.084826	0.176879	0.249997	0.249999	0.250002	0.250002	
503	-69.392791	0.036697	0.217454	0.028776	0.000000	0.113582	2.078815	0.022284	0.359891	0.256244	0.226613	0.258658	0.258486	
504	-68.155803	0.184406	0.000000	0.031945	0.020507	0.063926	0.658844	0.016685	0.124886	0.214217	0.222439	0.279783	0.283560	
505	-68.310471	0.412442	0.000000	0.096851	0.023741	0.047747	0.783057	0.018469	0.143494	0.238357	0.239678	0.260684	0.261282	
506	-68.869585	0.532493	0.000000	0.149649	0.022871	0.000000	1.746583	0.026462	0.308947	0.232208	0.233680	0.267222	0.266890	
507	-68.311375	0.232461	0.110660	0.055674	0.000000	0.104175	1.503458	0.011424	0.269174	0.241380	0.230227	0.263691	0.264702	
508	-67.919218	0.430849	0.000000	0.100446	0.016515	0.050124	0.548722	0.016262	0.104162	0.227901	0.229679	0.270352	0.272068	
509	-68.778763	0.321916	0.124615	0.067477	0.000000	0.128709	1.735038	0.008373	0.320602	0.234584	0.220055	0.271692	0.273670	
510	-68.692371	1.434427	0.000000	0.382399	0.025506	0.007543	0.227225	0.027516	0.040604	0.224953	0.225732	0.276350	0.272965	
511	-68.849880	0.372876	0.000000	0.109773	0.019742	0.000000	0.852737	0.026959	0.148555	0.214231	0.217829	0.284670	0.283270	
512	-68.191488	1.187698	0.000000	0.322862	0.018752	0.000606	0.313119	0.026080	0.053379	0.217103	0.218111	0.284111	0.280675	
513	-68.363437	0.528087	0.000000	0.147528	0.022322	0.000000	0.461908	0.027298	0.079825	0.223559	0.225660	0.276408	0.274373	
514	-69.201452	0.344722	0.000000	0.102413	0.022971	0.000000	0.608392	0.027813	0.104954	0.224353	0.227434	0.274880	0.273333	
515	-67.844913	1.773352	0.000000	0.453454	0.019880	0.051458	0.379158	0.017635	0.074370	0.219585	0.220269	0.278268	0.281878	
516	-68.393449	1.881633	0.000000	0.504905	0.024587	0.000003	0.872266	0.027156	0.153865	0.231001	0.231452	0.269198	0.268350	
517	-68.124199	1.804502	0.000000	0.473945	0.020150	0.020592	0.495237	0.022529	0.089031	0.229427	0.229857	0.270409	0.270307	
518	-68.600005	0.841211	0.000000	0.226539	0.021741	0.000000	1.051618	0.026030	0.184481	0.228993	0.229988	0.270871	0.270148	
519	-68.180468	2.379302	0.000000	0.625097	0.022018	0.027098	0.285597	0.021522	0.054144	0.234224	0.234510	0.265419	0.265847	
520	-68.618855	0.320063	0.000000	0.093034	0.018420	0.002234	0.377679	0.025214	0.064762	0.208117	0.212777	0.291086	0.288020	
521	-67.784949	0.000000	0.117987	0.022368	0.000000	0.040391	4.482995	0.022935	0.753490	0.253392	0.240172	0.253241	0.253195	
522	-68.134320	0.017269	0.000000	0.008324	0.019049	0.021769	0.522789	0.021004	0.094082	0.177729	0.254915	0.285997	0.281360	
523	-68.221745	0.271783	0.000000	0.078525	0.018118	0.000000	1.312445	0.024255	0.229825	0.223254	0.226786	0.275259	0.274700	
524	-68.206556	0.006538	0.000000	0.011518	0.016360	0.010206	1.566552	0.022248	0.271685	0.077825	0.276055	0.323804	0.322317	
525	-69.212153	2.268848	0.000000	0.604760	0.018965	0.000000	1.093477	0.024669	0.191273	0.227098	0.227460	0.273071	0.272371	
526	-69.265721	1.771708	0.000000	0.463350	0.021639	0.000000	0.333570	0.026866	0.057770	0.225545	0.226065	0.275722	0.272668	
527	-69.312003	0.290794	0.000000	0.086817	0.017590	0.000000	0.318734	0.025153	0.054243	0.205157	0.210165	0.294627	0.290051	
528	-69.352973	0.563646	0.000000	0.158398	0.017761	0.000000	0.609630	0.025064	0.105342	0.212029	0.214232	0.287934	0.285805	
529	-69.312268	0.336501	0.000000	0.097639	0.020117	0.000000	1.588456	0.025693	0.280601	0.219344	0.222625	0.279349	0.278681	
530	-69.387411	0.351822	0.000000	0.101917	0.023273	0.000000	0.865717	0.026380	0.152344	0.221061	0.224451	0.277842	0.276646	
531	-69.355287	0.283528	0.000000	0.065523	0.021841	0.040145	0.698589	0.017748	0.128426	0.208698	0.215067	0.287213	0.289023	
532	-69.978200	0.316948	0.072337	0.000000	0.534572	0.330866	0.081731	0.252690	0.062844	0.250000	0.250000	0.250000	0.250000	
533	-68.507453	1.260008	0.000000	0.341961	0.021376	0.000000	0.560604	0.024910	0.097445	0.220447	0.221363	0.280025	0.278165	
534	-70.013324	0.180782	0.000000	0.049637	0.479069	0.000000	0.389231	0.267521	0.068999	0.250000	0.250000	0.250000	0.250000	
535	-69.239934	0.357993	0.000032	0.100377	0.020105	0.000000	1.971289	0.024824	0.355359	0.223411	0.226258	0.275371	0.274960	
536	-68.673733	0.287815	0.000000	0.084560	0.020557	0.000000	0.598405	0.024839	0.103911	0.228937	0.231837	0.270124	0.269103	
537	-69.077368	0.757505	0.000000	0.209439	0.024155	0.000000	0.427385	0.025623	0.075004	0.232530	0.233578	0.267637	0.266255	
538	-69.960804	0.000000	1.469074	0.191260	0.505690	0.625617	0.597993	0.392987	0.000000	0.250000	0.250000	0.250000	0.250000	
539	-69.871903	2.080346	0.000000	0.577517	0.093159	0.000213	0.493212	0.053741	0.087154	0.249915	0.249921	0.250091	0.250073	
540	-69.929657	1.569341	0.000000	0.432722	0.024197	0.000000	0.547762	0.028041	0.095185	0.217377	0.218264	0.283422	0.280938	
541	-69.227260	0.549383	0.000000	0.157765	0.020740	0.000000	0.972739	0.027025	0.166341	0.213761	0.216221	0.285709	0.284309	
542	-68.765574	1.148187	0.000000	0.308087	0.018833	0.000000	0.549796	0.026915	0.095034	0.219373	0.220293	0.281230	0.279103	
543	-68.259056	0.460296	0.000000	0.131819	0.020100	0.000000	0.458164	0.026730	0.078736	0.226872	0.228735	0.273097	0.271296	
544	-69.769728	0.423268	0.000000	0.113646	0.106681	0.000000	0.989448	0.060756	0.174931	0.249970	0.249981	0.250026	0.250023	
545	-68.991687	0.289974	0.000000	0.064168	0.022110	0.047821	1.705969	0.017558	0.307617	0.229683	0.232660	0.268570	0.269087	
546	-68.567686	1.076821	0.000000	0.292906	0.024058	0.000000	1.445164	0.026809	0.252918	0.225563	0.226596	0.274220	0.273621	
547	-69.129559	0.220886	0.000520	0.040324	0.022241	0.059305	2.037954	0.015227	0.366375	0.225750	0.230501	0.271500	0.272249	
548	-69.821968	0.263595	0.000000	0.059596	0.021098	0.041974	1.116981	0.018534	0.203319	0.208542	0.215143	0.287555	0.288760	
549	-69.544985	0.002818	0.877348	0.027852	0.000000	0.632803	0.835155	0.023479	0.133339	0.265274	0.208615	0.264143	0.261968	
550	-69.392147	0.204488	0.000000	0.035418	0.021591	0.058590	0.719276	0.014258	0.136322	0.218125	0.224866	0.277076	0.279933	
551	-67.834425	2.244170	0.000000	0.606026	0.021048	0.000000	0.407621	0.026090	0.070278	0.221700	0.222174	0.279406	0.276719	
552	-68.552561	0.388371	0.000000	0.081575	0.022237	0.067271	0.873862	0.013360	0.164547	0.225273	0.228062	0.272268	0.274397	
553	-69.137432	0.483805	0.000000	0.119155	0.023655	0.038411	0.430997	0.019076	0.081462	0.219736	0.222590	0.277861	0.279813	
554	-68.610509	0.837555	0.000004	0.227292	0.024496	0.000000	0.555706	0.027147	0.096069	0.228482	0.229626	0.271686	0.270207	
555	-68.464292	0.028072	0.000000	0.011248	0.025923	0.021373	0.616147	0.023500	0.110238	0.192413	0.251456	0.278901	0.277229	
556	-69.258548	1.086554	0.000000	0.294968	0.022175	0.000000	1.268476	0.026933	0.221717	0.214274	0.215656	0.285538	0.284533	
